alert_id,detected_timestamp,resolved_timestamp,hostname,user_id,endpoint_product,alert_name,severity,status,description,file_path,process_name,sha256,assigned_to,device_criticality
EPA00002485,2026-08-27 00:00:00,2026-08-29 00:00:00,WS-11106.corp.local,EMP11106,CrowdStrike,Unauthorized USB,CRITICAL,New,Suspicious script execution observed. Logs attached.,,chrome.exe,772f3484a23e7d8707994e7d54300c67b326d011a1efa65936b6fd4089f8ab37,admin,LOW
EPA00003200,2026-08-15 13:07:00,2026-08-20 00:00:00,LPT-11254,EMP11254,Kaspersky,USB device blocked,MEDIUM,Unassigned,Endpoint agent blocked execution. Review required.,C:\ProgramData\svc\agent.dll,explorer.exe,ae800857185c9be69d0611f3b09b6400eb1f8610b2ae6f8c0c2341656a998e2e,soc.analyst1,M
EPA00003296,,,LPT-12429,EMP12429,McAfee,Suspicious PowerShell Execution,MEDIUM,RESOLVED,Endpoint agent blocked execution. Review required.,,powershell.exe,246c4a671169ba5434dc5cf8afde3ef2686082595105d030e8a7061a32f015f8,admin,Medium
EPA00003834,2026-09-03 00:00:00,2026-09-04 14:18:15,LPT-12587,EMP12587,McAfee,Unusual admin share access,LOW,Resolved,User reported machine slowdown after popup. AV alert generated.,C:\Users\user\AppData\Local\Temp\cache.bin,excel.exe,,soc.analyst2,M
EPA00000260,2026-08-25 20:42:00,,LPT-12377.corp.local,EMP12377,McAfee,ransomware_behavior,HIGH,Unassigned,Malicious file blocked. User notified. Need validation.,D:\Projects\scripts\cleanup.ps1,,b0ab49b12b0b823c4e2cef2d11cadb60300eb25adc113b366810062faa21147e,soc.analyst2,LOW
EPA00007015,2026-08-10 10:33:00,,WS-11471,EMP11471,Quick Heal,suspicious_powershell,HIGH,NEW,Alert generated from heuristic engine. Possible false positive.,,explorer.exe,a9af60cff7f0ad81b1c8d9181fabe89fb0e21dea910803ddc823eca131506771,admin,Medium
EPA00000381,2026-08-25 06:30:42,2026-08-29 07:30:42,LPT_12249,EMP12249,Carbon Black,Browser hijack attempt,MEDIUM,FP,Endpoint protection detected suspicious activity on host.,C:\Users\user\AppData\Local\Temp\cache.bin,cmd.exe,db80212a45179820dc2afdca67f388407c9837568ab47afd5956bedbd7bc190a,incident.team,High
EPA00005709,2026-08-15 08:24:01,2026-08-15 00:00:00,WS-10128,EMP10128,Defender,MALWARE_DETECTED,HIGH,FALSE_POSITIVE,Suspicious script execution observed. Logs attached.,C:\Windows\Temp\update.tmp,chrome.exe,d17c5c0497bf46b096391c6f2e8b7f373e13945ddf5df2bdf166836d43be3eb4,unassigned,H
EPA00007588,2026-08-16 12:02:17,2026-08-17 00:00:00,VDR_11312,EMP11312,SentinelOne,Malware detected,MEDIUM,Resolved,Suspicious script execution observed. Logs attached.,C:\Users\user\AppData\Local\Temp\cache.bin,explorer.exe,999fd774bc73f1df78a1d1bb1f35bc4d38940640fbc1daa666021e33b70eba95,soc.analyst2,M
EPA00001913,2026-09-07 00:00:00,2026-09-07 20:45:26,VDR-11947,EMP11947,Defender,Unauthorized USB,HIGH,Active,Multiple failed attempts to disable security agent.,C:\Users\Public\Downloads\invoice.exe,powershell.exe,db387c648bab63c9854c3831d0d81621099a9596d473ec64879b9a31231b589d,soc.analyst1,L
EPA00003334,2026-09-09 22:44:11,2026-09-13 06:44:11,LPT-11158,EMP11158,SYMANTEC,Unauthorized USB,MEDIUM,Resolved,Malicious file blocked. User notified. Need validation.,C:\Users\Public\Downloads\invoice.exe,msedge.exe,b29cfce5a0ed365f38fd,admin,Critical
EPA00000600,2026-05-09 16:10:17,,LPT-12840.corp.local,EMP12840,Defender,Unauthorized USB,CRITICAL,WIP,Process attempted to access sensitive directory.,E:\Backup\data.rar,explorer.exe,8b04d9bf4b83dc5ca22b47629d3621bcc1961ba5ff391bf32a22a0f1af1dfecc,,M
EPA00000046,2026-08-22 19:02:29,2026-08-22 19:02:29,VDR-11853,EMP11853,SentinelOne,Lateral movement detected,MEDIUM,Resolved,Malicious file blocked. User notified. Need validation.,C:\Windows\System32\drivers\etc\hosts,excel.exe,d596eda404b3,,L
EPA00001445,2026-08-04 19:15:19,2026-08-06 03:15:19,WS-11749,EMP11749,SentinelOne,Browser hijack attempt,HIGH,Open,Malicious file blocked. User notified. Need validation.,C:\Users\Public\Downloads\invoice.exe,winword.exe,375158870c0ed6dfa1cd839828a46c5a36b5,incident.team,Critical
EPA00001653,,2026-08-22 15:33:10,LPT-12648,EMP12648,Windows Defender,Malware detected,MEDIUM,OPEN,Malicious file blocked. User notified. Need validation.,,msedge.exe,3a69313d26d7d362cf520f529d973200c9522aa14dd4c0701bdb7f7b7a7c096b,,CRITICAL
EPA00006691,,,VDR-10528,EMP10528,SentinelOne,suspicious_powershell,LOW,WIP,Alert triggered by abnormal network connection.,,msedge.exe,,,MEDIUM
EPA00001894,,2026-08-09 06:25:28,,EMP11596,CrowdStrike,MALWARE_DETECTED,HIGH,New,Alert generated from heuristic engine. Possible false positive.,,python.exe,b642668bbeb627b61c341b93b9d49da67222ba38b5a3347c4e12f6164361cb39,soc.analyst1,
EPA00004585,2026-08-10 00:00:00,2026-11-08 20:24:14,LPT-10668,EMP10668,Kaspersky,ransomware_behavior,CRITICAL,Closed,Malicious file blocked. User notified. Need validation.,E:\Backup\data.rar,explorer.exe,bd2b6c7855155dd0bd724ba326e1aa39f884f47962328dbe537da8933d6fa906,,Low
EPA00004536,2026-08-23 16:18:00,2026-08-26 21:18:00,LPT-11818,EMP11818,Windows Defender,Malware detected,LOW,NEW,Threat detected after file download from external website.,C:\Windows\Temp\update.tmp,powershell.exe,,unassigned,Critical
EPA00007924,2026-04-09 06:17:55,,WS-12614,EMP12614,SentinelOne,Trojan:Win32,CRITICAL,R,Alert triggered by abnormal network connection.,,unknown,8582ac37f85f528d133d99debce06dd6444e22dcb1ea925b805f7ff6eb3f5a55,unassigned,MEDIUM
EPA00002376,2026-09-07 00:42:39,2026-09-10 05:42:00,LPT_11805,EMP11805,SentinelOne,MALWARE_DETECTED,LOW,Open,Alert generated from heuristic engine. Possible false positive.,C:\Users\Public\Downloads\invoice.exe,chrome.exe,f36c9516baf6f564d6cd0ba59834efa5a4511917faf12e618f6972595a025a18,,Low
EPA00001967,,,VDR-10244.corp.local,EMP10244,CrowdStrike,Browser hijack attempt,CRITICAL,N,Process attempted to access sensitive directory.,C:\ProgramData\svc\agent.dll,unknown,939043d7ade0dfdd32f8119dc14a8eb153a48d56d5753ec52ff7de7127079065,soc.analyst2,M
EPA00002134,2026-08-10 05:49:33,,WS-10500,EMP10500,Defender,suspicious_powershell,CRITICAL,New,Alert triggered by abnormal network connection.,C:\ProgramData\svc\agent.dll,excel.exe,3aa56854228a78e10c234b5cd95446f0b6cc8e99391e0ce17bd1bb687e090eee,,CRITICAL
EPA00004763,2026-08-22 00:30:56,,VDR-11556,EMP11556,SentinelOne,Browser hijack attempt,LOW,RESOLVED,Suspicious script execution observed. Logs attached.,C:\Users\user\Desktop\salary.xlsx,chrome.exe,,soc.analyst2,M
EPA00002946,,2026-08-22 21:53:02,WS_12162,EMP12162,Kaspersky,Suspicious PowerShell Execution,HIGH,FP,Malicious file blocked. User notified. Need validation.,,cmd.exe,567604d18943c8fb884adf4d64c83dc1fab6582483b922432d1ee97197fe09f4,,Critical
EPA00004631,2026-08-13 02:34:24,,VDR-11316,EMP11316,SentinelOne,Lateral movement detected,LOW,NEW,Endpoint agent blocked execution. Review required.,E:\Backup\data.rar,msedge.exe,,soc.analyst1,Critical
EPA00001601,2026-08-20 02:58:00,2026-08-20 07:58:00,LPT-11123,EMP11123,SentinelOne,Credential dumping attempt,MEDIUM,IN_PROGRESS,Process attempted to access sensitive directory.,C:\Windows\Temp\update.tmp,,5ddd111ad1a54357239fd983582e0d9da68a51975690b46b29436049e7a23622,admin,Critical
EPA00006450,2026-09-05 09:55:47,2026-09-09 00:00:00,LPT-10410,EMP10410,Quick Heal,Credential dumping attempt,LOW,O,Endpoint agent blocked execution. Review required.,,powershell.exe,b37675d3a716b6595e2fdab03ddad4be234dde7019d016a26c41e01fdb16f3d0,,
EPA00003246,,2026-08-28 00:00:00,LPT-10006,EMP10006,Carbon Black,suspicious_powershell,CRITICAL,CLOSED,Malicious file blocked. User notified. Need validation.,,,6e241e2d3ac8a7d2cfa2c183b99c64ceb6c0b3f71f1ba64fbe1cbfe0bf9c93f3,,
EPA00003593,,2026-08-22 02:39:00,VDR-11267,EMP11267,Defender,Phishing URL blocked,CRITICAL,R,Endpoint protection detected suspicious activity on host.,C:\Users\user\AppData\Local\Temp\cache.bin,explorer.exe,0d3624aa2e6815bb5124ec7bb1c62eb7d2a1f19810fc3c1e6b0082f61f5ba264,soc.analyst2,Critical
EPA00002816,2026-08-19 17:03:43,2026-08-21 05:03:43,ws-11769,EMP11769,Quick Heal,Unauthorized USB,LOW,O,Threat detected after file download from external website.,,explorer.exe,325F8A702ED913E42987852C220B1D891B44519BD6AF23A80AA2F797641B4DF1,incident.team,LOW
EPA00006453,2026-08-15 00:00:00,,,EMP11918,Kaspersky,Malware detected,MEDIUM,Active,Endpoint agent blocked execution. Review required.,,msedge.exe,,admin,Critical
EPA00005015,2026-08-22 21:04:11,,VDR-12388,EMP12388,SYMANTEC,Trojan:Win32,LOW,WIP,Threat detected after file download from external website.,C:\ProgramData\svc\agent.dll,python.exe,25e608149b2ef2c71ec7,admin,HIGH
EPA00000427,2026-04-08 07:42:55,2026-08-03 19:42:55,VDR-10339,EMP10339,CrowdStrike,Phishing URL blocked,HIGH,Active,User reported machine slowdown after popup. AV alert generated.,C:\Users\user\AppData\Local\Temp\cache.bin,excel.exe,f6d6d22db3e96b285dbf5856af427121c9d4a8e31a168fed411d5c0bb757dca2,,Low
EPA00000411,2026-08-08 00:15:51,,WS-12774,EMP12774,Defender,Phishing URL blocked,LOW,Closed,Process attempted to access sensitive directory.,E:\Backup\data.rar,chrome.exe,4cffcdb4e34eb1ebd36d8b80f8c9fb69,unassigned,H
EPA00006920,2026-08-17 02:50:47,,VDR-10061,EMP10061,CrowdStrike,Unusual admin share access,MEDIUM,R,Alert generated from heuristic engine. Possible false positive.,E:\Backup\data.rar,cmd.exe,11B8DB19D81CCC5F9F02E2F062ED72AA244F13754C2DCBE839AED93FBBE9045F,incident.team,CRITICAL
EPA00003026,2026-08-11 07:46:07,,VDR-12243,EMP12243,McAfee,Credential dumping attempt,MEDIUM,IN_PROGRESS,Multiple failed attempts to disable security agent.,C:\Users\Public\Downloads\invoice.exe,,7d5001e72815731cee5e48c18b74317790a8ff588b7510a4f0fcd0ba8231903d,admin,H
EPA00003077,2026-08-07 20:40:28,,VDR-12464.corp.local,EMP12464,Windows Defender,Suspicious PowerShell Execution,LOW,OPEN,Process attempted to access sensitive directory.,E:\Backup\data.rar,unknown,25883db614e804962250ad,,H
EPA00002933,2026-08-09 00:00:00,2026-08-13 12:20:37,WS-10307,EMP10307,Defender,Browser hijack attempt,MEDIUM,WIP,Alert triggered by abnormal network connection.,C:\Users\user\AppData\Local\Temp\cache.bin,excel.exe,,incident.team,CRITICAL
EPA00000211,2026-08-12 00:00:00,2026-08-14 22:52:03,VDR-12893,EMP12893,Carbon Black,MALWARE_DETECTED,MEDIUM,N,Endpoint protection detected suspicious activity on host.,C:\Windows\Temp\update.tmp,winword.exe,e57c02c29fdd83636970,unassigned,High
EPA00005196,,,VDR-11634,EMP11634,SentinelOne,Ransomware Activity,MEDIUM,Open,Malicious file blocked. User notified. Need validation.,C:\ProgramData\svc\agent.dll,,9eee4b0395ba1d8c0e6af8a0c2041b663679590c40f7aa0b5a99804848e9529d,,Critical
EPA00004673,2026-09-06 21:02:00,2026-09-07 00:00:00,VDR-12225,EMP12225,Defender,Suspicious PowerShell Execution,MEDIUM,In Progress,Endpoint agent blocked execution. Review required.,,msedge.exe,,incident.team,CRITICAL
EPA00006258,,2026-08-12 00:00:00,WS-11708,EMP11708,McAfee,suspicious_powershell,HIGH,Investigating,Malicious file blocked. User notified. Need validation.,C:\Windows\System32\drivers\etc\hosts,excel.exe,27ed03d9fa81e71ca6e88ab51899bb42d28381ce2914d6f26a633fd3d450211c,incident.team,Medium
EPA00003186,2026-08-24 00:00:00,2026-08-26 09:22:29,WS-12166,EMP12166,Windows Defender,Malware detected,MEDIUM,FP,Multiple failed attempts to disable security agent.,E:\Backup\data.rar,cmd.exe,cc27d0f748e43b4cf9817409611a8532a459c71e7d30c0f5b08891a77a96c8f8,unassigned,
EPA00001050,2026-08-16 04:00:50,,WS-11296,EMP11296,Kaspersky,Phishing URL blocked,LOW,OPEN,Suspicious script execution observed. Logs attached.,C:\Users\Public\Downloads\invoice.exe,,,admin,MEDIUM
EPA00007868,,,LPT-12611,EMP12611,SYMANTEC,Browser hijack attempt,HIGH,Unassigned,Alert generated from heuristic engine. Possible false positive.,C:\Users\user\AppData\Local\Temp\cache.bin,,36e40172222929768fcb008aab48a140c7c2b587f0c61f75ae3138595291bce5,,Critical
EPA00007223,2026-08-15 09:11:15,,VDR-10350,EMP10350,SYMANTEC,Lateral movement detected,MEDIUM,In Progress,Process attempted to access sensitive directory.,,powershell.exe,ce75e7f328b873881355edd9569c531411479ff534908096b,incident.team,Medium
EPA00001973,2026-08-06 00:00:00,2026-08-07 18:18:00,VDR-10226,EMP10226,Quick Heal,Keylogger suspected,LOW,False Positive,Multiple failed attempts to disable security agent.,C:\Users\user\Desktop\salary.xlsx,winword.exe,dcba0e1bc8751dfd56730683470bd8a5c02760eb70211cf16d5a2648c5cb9404,unassigned,Critical
EPA00005685,2026-01-09 09:08:29,2026-09-02 14:08:29,LPT-10881,EMP10881,Quick Heal,Browser hijack attempt,LOW,Not Malicious,Threat detected after file download from external website.,C:\ProgramData\svc\agent.dll,winword.exe,5355fc75f6b370fd928cbed6717d12593cd8ca99af61eaaef9634fee45568c63,,Medium
EPA00001500,2026-08-25 00:00:00,2026-08-26 21:14:26,WS-11221,EMP11221,CrowdStrike,Browser hijack attempt,LOW,Unassigned,User reported machine slowdown after popup. AV alert generated.,C:\Users\Public\Downloads\invoice.exe,unknown,6cf1cfa9c57d49a9b6ff7b15cf085d992dd7dda34ae3af53d42f5d6450c2c101,soc.analyst1,
EPA00001110,2026-08-27 08:28:20,,WS-12345,EMP12345,McAfee,Phishing URL blocked,LOW,Resolved,Endpoint agent blocked execution. Review required.,C:\Windows\System32\drivers\etc\hosts,,f02b223aabcce7dd7f3092574085a6bc6df68b07f444fc544a62d162b3c21f86,,High
EPA00002911,2026-08-23 18:21:12,2026-08-27 00:21:12,WS-12341,EMP12341,SentinelOne,Browser hijack attempt,MEDIUM,In Progress,Process attempted to access sensitive directory.,C:\Windows\Temp\update.tmp,,c55e7b664d2155a5cf2765367c589eebd28b863555f2297b7c20e00327bc4319,admin,MEDIUM
EPA00000653,,2026-08-07 00:00:00,vdr-12781,EMP12781,Quick Heal,Trojan:Win32,MEDIUM,Open,Process attempted to access sensitive directory.,C:\ProgramData\svc\agent.dll,unknown,0d47ddb15fc1a0f05eeb0c2fb154c6a1c2a11bcc3b8ee3f2cf42a64ddda1191c,unassigned,H
EPA00005336,,,WS-11739,EMP11739,CrowdStrike,Keylogger suspected,MEDIUM,WIP,Process attempted to access sensitive directory.,C:\Windows\System32\drivers\etc\hosts,msedge.exe,f699ff2535249bba323a30dce638894da814bbf9b5a93a22dbb6661fdda55a1f,,
EPA00007029,2026-09-05 12:03:00,2026-09-08 21:03:00,LPT-11062.corp.local,EMP11062,Kaspersky,Unusual admin share access,CRITICAL,RESOLVED,Alert generated from heuristic engine. Possible false positive.,C:\Users\Public\Downloads\invoice.exe,unknown,7a0128d334999b13adc40b,,CRITICAL
EPA00001796,2026-08-27 10:41:51,2026-08-28 08:41:51,WS-11456,EMP11456,CrowdStrike,Suspicious PowerShell Execution,LOW,New,Suspicious script execution observed. Logs attached.,,,82152d26aa2cf8bdf43ea61dc574906e51571f3b22a12a9ede,,LOW
EPA00001703,2026-08-16 00:00:00,,WS-11516,EMP11516,Defender,Keylogger suspected,MEDIUM,WIP,Alert triggered by abnormal network connection.,C:\Users\Public\Downloads\invoice.exe,,7aa6d14b45068e14c61c436f3e2f2bb55e256bb,unassigned,High
EPA00004455,2026-08-22 19:34:49,2026-08-24 15:34:49,VDR_10060,EMP10060,Defender,Unusual admin share access,MEDIUM,WIP,Suspicious script execution observed. Logs attached.,C:\Users\Public\Downloads\invoice.exe,msedge.exe,7dfd60ea209931490ad48f3441bc053e12ad912931f46bf5a9b60b0afb95b4dc,admin,Low
EPA00005556,2026-09-01 22:16:03,2026-09-05 18:16:00,VDR-12225.corp.local,EMP12225,Kaspersky,Trojan:Win32,HIGH,New,Endpoint protection detected suspicious activity on host.,D:\Projects\scripts\cleanup.ps1,python.exe,3ea6fe80ca712a3a9c2eb0538f87aec36067d762a7a5706acf9cd6700bf6f7b0,,L
EPA00001499,2026-09-09 00:00:00,2026-10-09 04:16:51,,EMP12495,CrowdStrike,Credential dumping attempt,CRITICAL,Closed,Process attempted to access sensitive directory.,D:\Projects\scripts\cleanup.ps1,explorer.exe,e69aed9d811a1f6f51b7059c6390dd1bb0cf12b66cb2ad024149a6e17ed04bef,admin,MEDIUM
EPA00004862,2026-08-05 21:00:26,2026-06-08 23:00:26,LPT-10323,EMP10323,Kaspersky,Credential dumping attempt,MEDIUM,WIP,Multiple failed attempts to disable security agent.,E:\Backup\data.rar,powershell.exe,ab433843d3cfaf284cccaeb74f68157d40809c672748b7d2ad543f99ee93348f,,HIGH
EPA00003081,2026-09-07 05:14:41,2026-12-09 03:14:41,LPT-10015,EMP10015,McAfee,suspicious_powershell,MEDIUM,WIP,Multiple failed attempts to disable security agent.,C:\ProgramData\svc\agent.dll,,,soc.analyst2,High
EPA00007317,2026-09-05 01:02:58,2026-09-06 19:02:58,vdr-10358,EMP10358,Windows Defender,suspicious_powershell,LOW,IN_PROGRESS,User reported machine slowdown after popup. AV alert generated.,,msedge.exe,994ae65b62d7ea1aeef98cce0e4e087e161783e82bee8b44da76c49d88c45f82,,H
EPA00004181,,2026-09-03 09:21:00,LPT_12208,EMP12208,Quick Heal,suspicious_powershell,LOW,Closed,Endpoint agent blocked execution. Review required.,C:\Windows\Temp\update.tmp,cmd.exe,,soc.analyst2,L
EPA00002856,2026-08-29 22:48:55,2026-09-01 00:00:00,WS-10726,EMP10726,Carbon Black,Browser hijack attempt,CRITICAL,FALSE_POSITIVE,Alert generated from heuristic engine. Possible false positive.,C:\Users\Public\Downloads\invoice.exe,,3e62f60a66b4d582612fe1c68dece84a77715d1be16dfeed2b83c3bba6c4345d,admin,
EPA00000706,2026-08-11 00:04:00,2026-08-15 07:04:50,vdr-10899,EMP10899,CrowdStrike,USB device blocked,HIGH,Resolved,User reported machine slowdown after popup. AV alert generated.,C:\ProgramData\svc\agent.dll,msedge.exe,a7e308f768f2083c5a0d29b64dc4666b325413c69bb26bcdf20021f645d7cde3,,
EPA00001873,2026-06-09 07:06:14,2026-09-07 00:06:00,WS-11543,EMP11543,McAfee,MALWARE_DETECTED,MEDIUM,Unassigned,Suspicious script execution observed. Logs attached.,C:\Windows\Temp\update.tmp,msedge.exe,e762a128919ccb0d4c345e503e0482666b3d77520a943ba91819c33e4a26a94b,incident.team,H
EPA00006561,2026-01-08 20:14:22,,LPT-12457,EMP12457,Kaspersky,USB device blocked,HIGH,R,Malicious file blocked. User notified. Need validation.,D:\Projects\scripts\cleanup.ps1,,7d53c7c4f6f7801f7b76d3e1033036bb1ca4e695612380eaf4aa580b01a6fe1e,,L
EPA00007464,2026-08-23 01:26:32,2026-08-27 01:26:32,LPT-10434,EMP10434,McAfee,suspicious_powershell,MEDIUM,Investigating,Malicious file blocked. User notified. Need validation.,,chrome.exe,,admin,L
EPA00002649,2026-09-09 02:01:27,,LPT-11485,EMP11485,Carbon Black,Unusual admin share access,LOW,N,User reported machine slowdown after popup. AV alert generated.,C:\Windows\System32\drivers\etc\hosts,msedge.exe,e20e225734e4fe80ee21d82ba92edf7223413828c94197a41533f1619834684f,soc.analyst2,H
EPA00007326,2026-08-10 04:43:24,2026-08-11 07:43:24,LPT-10705,EMP10705,CrowdStrike,Phishing URL blocked,MEDIUM,In Progress,Suspicious script execution observed. Logs attached.,E:\Backup\data.rar,,4cfeefdd2a1219c1b31c7525ee679485c0f0b81d4fd7c3ed0587de952bc1f4a8,soc.analyst1,High
EPA00005050,,2026-08-26 00:00:00,VDR-12966,EMP12966,Carbon Black,MALWARE_DETECTED,HIGH,WIP,Suspicious script execution observed. Logs attached.,,chrome.exe,6cd43514749cb3255f7caab2bfdb66e82f404a17d8e24779ee35656d310c5c2d,soc.analyst1,H
EPA00002413,2026-08-31 07:25:59,2026-08-31 11:25:59,LPT-12457,EMP12457,SYMANTEC,USB device blocked,MEDIUM,R,Suspicious script execution observed. Logs attached.,C:\ProgramData\svc\agent.dll,msedge.exe,1fcb983660fe4a7d7269f5e7b2279d18279b717bdb854035b81c992cbd4461d3,incident.team,Low
EPA00005764,2026-08-26 23:40:00,2026-08-28 04:40:42,VDR-12284,EMP12284,Carbon Black,Browser hijack attempt,MEDIUM,R,Alert generated from heuristic engine. Possible false positive.,C:\ProgramData\svc\agent.dll,,57eda629f6c3f1a,,Critical
EPA00000566,2026-03-08 01:53:29,,WS-11443,EMP11443,SentinelOne,Unusual admin share access,CRITICAL,In Progress,Malicious file blocked. User notified. Need validation.,C:\Users\user\AppData\Local\Temp\cache.bin,cmd.exe,7dbe785b707cb0b877af2724f6d51637333f43068ef2d5c24c68499e3f9c67b3,soc.analyst1,Low
EPA00006890,2026-08-25 00:00:00,,WS-12556.corp.local,EMP12556,SentinelOne,Browser hijack attempt,MEDIUM,N,Alert generated from heuristic engine. Possible false positive.,C:\Windows\System32\drivers\etc\hosts,explorer.exe,866ff3da649d03cc301eedc957af7f8fa6fc525a0fd262ae409e67a9ae94ed41,incident.team,MEDIUM
EPA00006502,2026-03-09 14:18:53,,WS-12509,EMP12509,SYMANTEC,MALWARE_DETECTED,LOW,Open,Suspicious script execution observed. Logs attached.,D:\Projects\scripts\cleanup.ps1,excel.exe,8ff6c631568f872fa20499f67e557ef34a59eb4f1937780320495cf419704516,,High
EPA00000641,2026-08-12 21:09:33,,LPT-11504,EMP11504,McAfee,Suspicious PowerShell Execution,LOW,Resolved,Multiple failed attempts to disable security agent.,C:\Users\user\AppData\Local\Temp\cache.bin,unknown,969c21974893518476a296ca2f5652e85b2b4e5aebf348f4a17a068d581d9285,soc.analyst2,High
